Название	Название-2	Соседние станции	Субъект РФ	Направление	lat	lng
Победа	Победа	Крекшино, Апрелевка	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Поварово 2	Поварово II	142 км, 136 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Поварово 3	Поварово III	Депо, 142 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Подмосковная		Гражданская, Покровско-Стрешнево	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Пожитково	Пожитково	Бекасово 1, 221 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Покровско-Стрешнево	Покровско-Стрешнево	Ленинградская, Подмосковная, Тушино	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Полушкино	Полушкино	Чапаевка, Санаторная	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Портновская	Портновская	Часцовская, Кубинка 1	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Поселок Киевский	Посёлок Киевский	Бекасово-Сортировочное, Бекасово 1	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Пост Завода им. Бадаева		Москва-Пассажирская-Киевская	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Пост-Алексеевский			Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Рабочий Поселок	Рабочий Посёлок	Кунцево 1, Сетунь	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Раздоры	Раздоры	Ромашково, Барвиха	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Рассудово	Рассудово	Селятино, Ожигово	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Ромашково	Ромашково	Кунцево 2, Раздоры, Рублево	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Рублево		Ромашково	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Румянцево	Румянцево	Курсаковская, Новопетровская	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Савеловская	Савёловская		Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Садовая	Садовая	Театральная, Дорохово	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Санаторная	Санаторная	Полушкино, Тучково	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Сандарово	Сандарово	283 км, Вяткино, Детково	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Селятино	Селятино	Алабино, Рассудово	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Сетунь	Сетунь	Рабочий Поселок, Немчиновка	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Сколково	Сколково	Очаково 1, Солнечная	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Скоротово	Скоротово	Хлюпино, Звенигород	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Снегири	Снегири	Миитовская, 50 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Солнечная	Солнечная	Сколково, Переделкино, Новопеределкино	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Соревнование	Соревнование	Вербилки, Запрудная	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Сушкинская	Сушкинская	Голицыно, Петелино	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Талдом-Савеловский	Талдом-Савёловский	Власово, Лебзино	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Театральная	Театральная	Тучково, Садовая	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Темпы	Темпы	Запрудная, Мельдино	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Тестовская	Тестовская	Фили, Москва-Товарная-Смоленская, Беговая	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Тимирязевская	Тимирязевская	Москва-Бутырская, Окружная	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Толстопальцево	Толстопальцево	Лесной Городок, Кокошкино	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Трехгорка		Немчиновка, Баковка	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Трикотажная	Трикотажная	Тушино, Павшино	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Троицкая	Троицкая	Манихино 1, Истра	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Трудовая	Трудовая	Катуар, Икша	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Турист	Турист	Морозки, Яхрома	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Тучково	Тучково	Санаторная, Театральная	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Тушино	Тушино	Покровско-Стрешнево, Трикотажная	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Усово	Усово	Ильинское	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Устиновка	Устиновка	Новопетровская, 91 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Фили	Фили	Кунцево 1, Тестовская	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Фили (перев.)	ЕСР: 181600	Фили, Тестовская	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Хлебниково	Хлебниково	Водники, Шереметьевская	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Хлюпино		Захарово, Скоротово	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Холщевики	Холщевики	Чеховская, 73 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Чапаевка	Чапаевка	Кубинка 1, Полушкино	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Часцовская	Часцовская	Петелино, Портновская	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Чернецкое	Чернецкое	274 км, Новогромово	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Чеховская	Чеховская	Новоиерусалимская, Холщевики	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Чисмена	Чисмена	Лесодолгоруково, Матренино	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Шаликово	Шаликово	Партизанская, Кукаринская	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Шаховская	Шаховская	Муриково, 149 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
ШАХОВСКАЯ САИПС	ЕСР: 197702		МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Шереметьевская	Шереметьевская	Хлебниково, Лобня	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Ядрошино	Ядрошино	73 км, Курсаковская	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Ястребки	Ястребки	191 км, 198 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Яхрома	Яхрома	Турист, 87 км, Дмитров	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
144 км	144 км	147 км, Уваровка	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Смоленское отд.		
147 км	147 км	144 км, Дровнино	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Смоленское отд.		
Бородино	Бородино	Колочь, Можайск	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Смоленское отд.		
Дровнино	Дровнино	Батюшково (Смоленская область), 147 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Смоленское отд.		
Колочь	Колочь	Уваровка, Бородино	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Смоленское отд.		
Уваровка	Уваровка	144 км, Колочь	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Смоленское отд.		
107 км	107 км	Ока, Приокская (Тульская область)	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Тульское отд.		
МОСКВА-ТОВ-ОКТ-НИКОЛАЕВКА САИПС	ЕСР: 060209		Г.МОСКВА	Октябрьская ж.д.		
МОСКВА-ТОВАРНАЯ-ОКТЯБРЬСКАЯ САИПС	ЕСР: 060209		Г.МОСКВА	Октябрьская ж.д.		
ХОВРИНО САИПС	ЕСР: 060001		Г.МОСКВА	Октябрьская ж.д.		
ХОВРИНО-ЛИХ	ЕСР: 060001		Г.МОСКВА	Октябрьская ж.д.		
ХОВРИНО-ЛИХ-НСУ 2	ЕСР: 060001		Г.МОСКВА	Октябрьская ж.д.		
ХОВРИНО-МОСК-ТОВ	ЕСР: 060001		Г.МОСКВА	Октябрьская ж.д.		
ХОВРИНО-ХИМКИ	ЕСР: 060001		Г.МОСКВА	Октябрьская ж.д.		
ХОВРИНО-ЧЕТ	ЕСР: 060001		Г.МОСКВА	Октябрьская ж.д.		
165 км	165 км	Муриково, 167 км	МОСКОВСКАЯ ОБЛАСТЬ	Октябрьская ж.д., Московское отд.		
167 км	167 км	Княжьи Горы (Тверская область), 165 км	МОСКОВСКАЯ ОБЛАСТЬ	Октябрьская ж.д., Московское отд.		
Алабушево	Алабушево	Крюково, Радищево	МОСКОВСКАЯ ОБЛАСТЬ	Октябрьская ж.д., Московское отд.		
Березки-Дачные	Берёзки-Дачные	Поварово 1, Подсолнечная	МОСКОВСКАЯ ОБЛАСТЬ	Октябрьская ж.д., Московское отд.		
Головково	Головково	Сенеж, Покровка	МОСКОВСКАЯ ОБЛАСТЬ	Октябрьская ж.д., Московское отд.		
Клин	Клин	Стриглово, Ямуга	МОСКОВСКАЯ ОБЛАСТЬ	Октябрьская ж.д., Московское отд.		
Крюково	Крюково	Малино, Крюково-Грузовое, Алабушево	МОСКОВСКАЯ ОБЛАСТЬ	Октябрьская ж.д., Московское отд.		
Крюково-Грузовое		Крюково	МОСКОВСКАЯ ОБЛАСТЬ	Октябрьская ж.д., Московское отд.		
Левобережье	Левобережная	Химки	МОСКОВСКАЯ ОБЛАСТЬ	Октябрьская ж.д., Московское отд.		
Малино	Малино	Фирсановская, Крюково	МОСКОВСКАЯ ОБЛАСТЬ	Октябрьская ж.д., Московское отд.		
Москва-Пассажирская	Москва-Пассажирская	Москва-Товарная	Г.МОСКВА	Октябрьская ж.д., Московское отд.		
Москва-Товарная		Рижская, Москва-Пассажирская	Г.МОСКВА	Октябрьская ж.д., Московское отд.		
Моссельмаш	Моссельмаш	Ховрино, НАТИ	Г.МОСКВА	Октябрьская ж.д., Московское отд.		
Муриково	Муриково	165 км, Шаховская	МОСКОВСКАЯ ОБЛАСТЬ	Октябрьская ж.д., Московское отд.		
НАТИ	НАТИ	Моссельмаш, Петровско-Разумовская	Г.МОСКВА	Октябрьская ж.д., Московское отд.		
Новоподрезково	Новоподрезково	Планерная, Подрезково	МОСКОВСКАЯ ОБЛАСТЬ	Октябрьская ж.д., Московское отд.		
Останкино	Останкино	Петровско-Разумовская, Рижская	Г.МОСКВА	Октябрьская ж.д., Московское отд.		
Петровско-Разумовская	Петровско-Разумовское	НАТИ, Останкино	Г.МОСКВА	Октябрьская ж.д., Московское отд.		
Планерная	Планерная	Химки, Новоподрезково	МОСКОВСКАЯ ОБЛАСТЬ	Октябрьская ж.д., Московское отд.		
Поваровка	Поваровка	Радищево, Поварово 1	МОСКОВСКАЯ ОБЛАСТЬ	Октябрьская ж.д., Московское отд.		
Поварово 1	Поварово I	Поваровка, Березки-Дачные	МОСКОВСКАЯ ОБЛАСТЬ	Октябрьская ж.д., Московское отд.		
ПОВАРОВО-1 САИПС	ЕСР: 060707		МОСКОВСКАЯ ОБЛАСТЬ	Октябрьская ж.д., Московское отд.		
Подрезково	Подрезково	Новоподрезково, Сходня	МОСКОВСКАЯ ОБЛАСТЬ	Октябрьская ж.д., Московское отд.		
Подсолнечная	Подсолнечная	Березки-Дачные, Сенеж	МОСКОВСКАЯ ОБЛАСТЬ	Октябрьская ж.д., Московское отд.		
Покровка	Покровка	Головково, Фроловское	МОСКОВСКАЯ ОБЛАСТЬ	Октябрьская ж.д., Московское отд.		
Радищево	Радищево	Алабушево, Поваровка	МОСКОВСКАЯ ОБЛАСТЬ	Октябрьская ж.д., Московское отд.		
Решетниково	Решетниково	Ямуга, Черничная (Тверская область), Путепроводная (Тверская область)	МОСКОВСКАЯ ОБЛАСТЬ	Октябрьская ж.д., Московское отд.		
Рижская	РижскаяРижская	Останкино, Москва-Товарная	Г.МОСКВА	Октябрьская ж.д., Московское отд.		
Сенеж	Сенеж	Подсолнечная, Головково	МОСКОВСКАЯ ОБЛАСТЬ	Октябрьская ж.д., Московское отд.		
Стриглово	Стреглово	Фроловское, Клин	МОСКОВСКАЯ ОБЛАСТЬ	Октябрьская ж.д., Московское отд.		
Сходня	Сходня	Подрезково, Фирсановская	МОСКОВСКАЯ ОБЛАСТЬ	Октябрьская ж.д., Московское отд.		
Фирсановская	Фирсановская	Сходня, Малино	МОСКОВСКАЯ ОБЛАСТЬ	Октябрьская ж.д., Московское отд.		
Фроловское	Фроловское	Покровка, Стриглово	МОСКОВСКАЯ ОБЛАСТЬ	Октябрьская ж.д., Московское отд.		
Химки	Химки	Левобережье, Планерная	МОСКОВСКАЯ ОБЛАСТЬ	Октябрьская ж.д., Московское отд.		
Ховрино	Ховрино	Моссельмаш	Г.МОСКВА	Октябрьская ж.д., Московское отд.		
Ямуга	Ямуга	Клин, Решетниково	МОСКОВСКАЯ ОБЛАСТЬ	Октябрьская ж.д., Московское отд.		
